session_id,unique_events,unique_from_states,unique_to_states,unique_sources,n_events
20260917_082934_913_V2_GPS_TO_VPS_NORMAL_DEV_A61C,"app_resumed, destination_changed, dwell_passed, dwell_reset, dwell_started, indoor_state, indoor_step_checkpoint, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, ExitingWithPdr, Gps, IndoorVps, OutdoorGps, Pdr, VpsScanning","ArrivedAtB9Entrance, Calculating, EnteringWithPdr, ExitingWithPdr, IndoorLocalized, IndoorVps, Navigating, NavigatingToB9Entrance, NoDestination, OutdoorGps, Pdr, RouteUnavailable, Scanning, StartingVps, Vps, VpsScanning, WaitingForLocalization","Gps, Pdr, Vps",492
20260917_132151_652_V2_GPS_TO_VPS_NORMAL_DEV_3545,"app_resumed, indoor_state, indoor_step_checkpoint, quality_threshold_passed, reliability_state, source_switched, trial_started","IndoorVps, Pdr, Vps","Gps, IndoorVps, OutdoorGps, Pdr","Gps, Pdr, Vps",9
20260917_130000_241_BQ_GPS_TO_VPS_NORMAL_DEV_3348,"app_resumed, indoor_state, indoor_step_checkpoint, quality_threshold_passed, reliability_state, source_switched, trial_started","IndoorVps, Pdr, Vps","Gps, IndoorVps, OutdoorGps, Pdr","Gps, Pdr, Vps",9
20260917_134342_063_V5_GPS_TO_VPS_NORMAL_DEV_1612,"app_resumed, indoor_state, indoor_step_checkpoint, quality_threshold_passed, reliability_state, source_switched, trial_started","IndoorVps, Pdr, Vps","Gps, IndoorVps, OutdoorGps, Pdr","Gps, Pdr, Vps",9
20260917_133625_926_V4_GPS_TO_VPS_NORMAL_DEV_6790,"app_resumed, indoor_state, indoor_step_checkpoint, quality_threshold_passed, reliability_state, source_switched, trial_started","IndoorVps, Pdr, Vps","Gps, IndoorVps, OutdoorGps, Pdr","Gps, Pdr, Vps",9
20260917_090606_561_BT_GPS_TO_VPS_NORMAL_DEV_6228,"app_resumed, dwell_passed, dwell_reset, dwell_started, indoor_state, indoor_step_checkpoint, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, ExitingWithPdr, Gps, IndoorVps, OutdoorGps, Pdr, VpsScanning","ArrivedAtB9Entrance, Calculating, EnteringWithPdr, ExitingWithPdr, IndoorLocalized, IndoorVps, Navigating, NavigatingToB9Entrance, NoDestination, OutdoorGps, Pdr, RouteUnavailable, Scanning, StartingVps, Vps, VpsScanning, WaitingForLocalization","Gps, Pdr, Vps",1562
20260917_083639_189_V3_GPS_TO_VPS_NORMAL_DEV_DD2D,"app_resumed, destination_arrived, handover_completed_approximate, indoor_state, outdoor_state, pdr_destination_arrived, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, VpsScanning","Arrived, ArrivedAtB9Entrance, Calculating, EnteringWithPdr, IndoorLocalized, IndoorVps, NavigatingToB9Entrance, NoDestination, Pdr, Scanning, StartingVps, VpsScanning","Gps, Pdr",121
20260917_132908_789_V3_GPS_TO_VPS_NORMAL_DEV_9203,"app_resumed, indoor_state, indoor_step_checkpoint, quality_threshold_passed, reliability_state, source_switched, trial_started","IndoorVps, Pdr, Vps","Gps, IndoorVps, OutdoorGps, Pdr","Gps, Pdr, Vps",10
20260917_130717_378_BT_GPS_TO_VPS_NORMAL_DEV_4565,"app_resumed, indoor_state, indoor_step_checkpoint, quality_threshold_passed, reliability_state, source_switched, trial_started","IndoorVps, Pdr, Vps","Gps, IndoorVps, OutdoorGps, Pdr","Gps, Pdr, Vps",9
20260917_083855_966_V4_GPS_TO_VPS_NORMAL_DEV_4AA1,"destination_changed, dwell_passed, dwell_reset, dwell_started, indoor_state, indoor_step_checkpoint, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, ExitingWithPdr, Gps, IndoorVps, OutdoorGps, Pdr, VpsScanning","ArrivedAtB9Entrance, Calculating, EnteringWithPdr, ExitingWithPdr, IndoorLocalized, IndoorVps, Navigating, NavigatingToB9Entrance, NoDestination, OutdoorGps, Pdr, Scanning, StartingVps, Vps, VpsScanning, WaitingForLocalization","Gps, Pdr, Vps",459
20260917_085315_835_BQ_GPS_TO_VPS_NORMAL_DEV_428F,"app_resumed, destination_changed, dwell_passed, indoor_state, indoor_step_checkpoint, nearest_exit_arrived, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state, wrong_way_detected","EnteringWithPdr, ExitingWithPdr, Gps, IndoorVps, OutdoorGps, Pdr, VpsScanning","Arrived, ArrivedAtB9Entrance, Calculating, EnteringWithPdr, ExitingWithPdr, Gps, IndoorLocalized, IndoorVps, Navigating, NavigatingToB9Entrance, NoDestination, OutdoorGps, Pdr, RouteUnavailable, Scanning, StartingVps, Vps, VpsScanning, WaitingForLocalization","Gps, Pdr, Vps",1617
20260917_131434_515_V1_GPS_TO_VPS_NORMAL_DEV_3432,"app_resumed, indoor_state, indoor_step_checkpoint, quality_threshold_passed, reliability_state, source_switched, trial_started","IndoorVps, Pdr, Vps","Gps, IndoorVps, OutdoorGps, Pdr","Gps, Pdr, Vps",12
20260917_082329_745_V1_GPS_TO_VPS_NORMAL_DEV_A000,"destination_arrived, destination_changed, indoor_state, indoor_step_checkpoint, nearest_exit_arrived, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, Pdr, VpsScanning","Arrived, ArrivedAtB9Entrance, Calculating, EnteringWithPdr, Gps, IndoorLocalized, IndoorVps, Navigating, Pdr, RouteUnavailable, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",1141
20260917_084301_102_V5_GPS_TO_VPS_NORMAL_DEV_416E,"app_resumed, destination_arrived, destination_changed, device_low_memory, dwell_passed, dwell_reset, dwell_started, indoor_state, outdoor_state, pdr_destination_arrived, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, Pdr","Arrived, ArrivedAtB9Entrance, Calculating, EnteringWithPdr, IndoorLocalized, NavigatingToB9Entrance, NoDestination, Pdr, RouteUnavailable, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",338
20260912_100055_923_V3_GPS_TO_VPS_NORMAL_DEV_5573,"destination_changed, handover_completed_approximate, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, VpsScanning","ArrivedAtB9Entrance, Calculating, EnteringWithPdr, IndoorLocalized, IndoorVps, NavigatingToB9Entrance, NoDestination, OutdoorGps, Pdr, RouteUnavailable, Scanning, StartingVps, VpsScanning","Gps, Pdr",1669
20260912_095714_923_V4_GPS_TO_VPS_NORMAL_DEV_F016,"dwell_passed, dwell_reset, dwell_started, indoor_state, indoor_step_checkpoint, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, Pdr, VpsScanning","ArrivedAtB9Entrance, Calculating, EnteringWithPdr, Gps, IndoorLocalized, IndoorVps, Navigating, NoDestination, OutdoorGps, Pdr, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",78
20260912_095520_181_V5_GPS_TO_VPS_NORMAL_DEV_0C4B,"destination_changed, dwell_passed, dwell_reset, dwell_started, indoor_state, indoor_step_checkpoint, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, Pdr, VpsScanning","ArrivedAtB9Entrance, Calculating, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, NoDestination, OutdoorGps, Pdr, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",57
20260912_095057_405_BQ_GPS_TO_VPS_NORMAL_DEV_104B,"handover_completed_approximate, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, VpsScanning","ArrivedAtB9Entrance, Calculating, EnteringWithPdr, IndoorLocalized, IndoorVps, NavigatingToB9Entrance, Pdr, RouteUnavailable, Scanning, StartingVps, VpsScanning","Gps, Pdr",1357
20260912_095408_236_BT_GPS_TO_VPS_NORMAL_DEV_FAAF,"destination_changed, dwell_passed, dwell_reset, dwell_started, indoor_state, indoor_step_checkpoint, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, Pdr, VpsScanning","Calculating, EnteringWithPdr, Gps, IndoorLocalized, IndoorVps, Navigating, NoDestination, OutdoorGps, Pdr, RouteUnavailable, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",56
20260912_094231_050_V3_GPS_TO_VPS_NORMAL_DEV_15A4,"app_resumed, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, trial_started, vps_state","EnteringWithPdr, Gps, Pdr","ArrivedAtB9Entrance, Calculating, Gps, IndoorLocalized, NavigatingToB9Entrance, NoDestination, Pdr, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",74
20260912_095000_805_V2_GPS_TO_VPS_NORMAL_DEV_8903,"app_resumed, dwell_passed, dwell_reset, dwell_started, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, trial_finished, trial_started, vps_state","EnteringWithPdr, Gps, Pdr","ArrivedAtB9Entrance, Calculating, IndoorLocalized, NavigatingToB9Entrance, NoDestination, Pdr, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",100
20260916_092908_789_V3_GPS_TO_VPS_NORMAL_DEV_1702,"destination_arrived, indoor_state, indoor_step_checkpoint, quality_threshold_failed, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",20
20260916_090717_378_BT_GPS_TO_VPS_NORMAL_DEV_3128,"destination_arrived, indoor_state, indoor_step_checkpoint, quality_threshold_failed, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",26
20260916_093625_926_V4_GPS_TO_VPS_NORMAL_DEV_8553,"destination_arrived, indoor_state, indoor_step_checkpoint, quality_threshold_failed, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",25
20260916_090000_241_BQ_GPS_TO_VPS_NORMAL_DEV_1852,"destination_arrived, indoor_state, quality_threshold_failed, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",23
20260916_091434_515_V1_GPS_TO_VPS_NORMAL_DEV_8534,"destination_arrived, indoor_state, indoor_step_checkpoint, quality_threshold_failed, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",35
20260916_094342_063_V5_GPS_TO_VPS_NORMAL_DEV_4822,"destination_arrived, indoor_state, indoor_step_checkpoint, quality_threshold_failed, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",15
20260916_092151_652_V2_GPS_TO_VPS_NORMAL_DEV_7770,"destination_arrived, indoor_state, quality_threshold_failed, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",22
20260906_075007_857_V3_GPS_TO_VPS_NORMAL_DEV_5C58,"indoor_state, indoor_step_checkpoint, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, Pdr, VpsScanning","Calculating, EnteringWithPdr, Gps, IndoorLocalized, IndoorVps, Navigating, NavigatingToB9Entrance, NoDestination, OutdoorGps, Pdr, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",255
20260906_075227_349_V4_GPS_TO_VPS_NORMAL_DEV_3415,"app_resumed, dwell_passed, dwell_reset, dwell_started, indoor_state, indoor_step_checkpoint, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, Pdr, VpsScanning","ArrivedAtB9Entrance, Calculating, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, NavigatingToB9Entrance, Pdr, RouteUnavailable, Scanning, StartingVps, Vps, VpsScanning, WaitingForGps","Gps, Pdr, Vps",1434
20260906_074640_905_V2_GPS_TO_VPS_NORMAL_DEV_1FA1,"app_resumed, destination_arrived, dwell_passed, dwell_reset, dwell_started, indoor_state, outdoor_state, pdr_destination_arrived, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, Pdr","Arrived, ArrivedAtB9Entrance, Calculating, EnteringWithPdr, IndoorLocalized, NavigatingToB9Entrance, NoDestination, Pdr, Scanning, StartingVps, Vps, VpsScanning, WaitingForGps","Gps, Pdr, Vps",345
20260906_075908_669_BQ_GPS_TO_VPS_NORMAL_DEV_A18D,"app_resumed, destination_arrived, handover_completed_approximate, indoor_state, outdoor_state, pdr_destination_arrived, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, VpsScanning","Arrived, ArrivedAtB9Entrance, Calculating, EnteringWithPdr, IndoorLocalized, IndoorVps, NavigatingToB9Entrance, NoDestination, OutdoorGps, Pdr, RouteUnavailable, Scanning, StartingVps, VpsScanning, WaitingForGps","Gps, Pdr",420
20260906_075703_168_V5_GPS_TO_VPS_NORMAL_DEV_4680,"app_resumed, dwell_passed, dwell_reset, dwell_started, indoor_state, indoor_step_checkpoint, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, Pdr, VpsScanning","Calculating, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, NavigatingToB9Entrance, NoDestination, OutdoorGps, Pdr, RouteUnavailable, Scanning, StartingVps, Vps, VpsScanning, WaitingForGps","Gps, Pdr, Vps",339
20260906_080152_673_BT_GPS_TO_VPS_NORMAL_DEV_4A91,"app_resumed, destination_arrived, dwell_passed, dwell_reset, dwell_started, indoor_state, outdoor_state, pdr_destination_arrived, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, Pdr","Arrived, ArrivedAtB9Entrance, Calculating, EnteringWithPdr, IndoorLocalized, NavigatingToB9Entrance, NoDestination, Pdr, RouteUnavailable, Scanning, StartingVps, Vps, VpsScanning, WaitingForGps","Gps, Pdr, Vps",612
20260906_073558_794_V1_GPS_TO_VPS_NORMAL_DEV_7E24,"app_paused, app_resumed, indoor_state, indoor_step_checkpoint, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, Pdr, VpsScanning","ArrivedAtB9Entrance, Calculating, EnteringWithPdr, Gps, IndoorLocalized, IndoorVps, Navigating, NavigatingToB9Entrance, NoDestination, OutdoorGps, Pdr, Scanning, StartingVps, Vps, VpsScanning, WaitingForGps","Gps, Pdr, Vps",592
20260912_103747_212_V4_GPS_TO_VPS_NORMAL_DEV_16E6,"destination_changed, dwell_passed, dwell_reset, dwell_started, outdoor_state, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, Pdr","ArrivedAtB9Entrance, Calculating, EnteringWithPdr, Gps, IndoorLocalized, NavigatingToB9Entrance, NoDestination, OutdoorGps, Pdr, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",202
20260911_051425_657_V1_GPS_TO_VPS_NORMAL_DEV_F38F,"app_resumed, destination_changed, handover_completed_approximate, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, trial_finished, trial_started, vps_state","EnteringWithPdr, Gps, VpsScanning","ArrivedAtB9Entrance, Calculating, IndoorLocalized, IndoorVps, NavigatingToB9Entrance, NoDestination, Pdr, RouteUnavailable, Scanning, StartingVps, VpsScanning, WaitingForGps","Gps, Pdr",346
20260911_053142_080_V3_GPS_TO_VPS_NORMAL_DEV_BCED,"handover_completed_approximate, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, trial_finished, trial_started, vps_state","EnteringWithPdr, Gps, Pdr, VpsScanning","Calculating, Gps, IndoorLocalized, IndoorVps, NavigatingToB9Entrance, Pdr, Scanning, StartingVps, VpsScanning","Gps, Pdr",500
20260911_052009_268_V2_GPS_TO_VPS_NORMAL_DEV_6D88,"app_resumed, dwell_passed, dwell_reset, dwell_started, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, trial_finished, trial_started, vps_state","EnteringWithPdr, Gps, Pdr","Calculating, Gps, IndoorLocalized, NavigatingToB9Entrance, Pdr, RouteUnavailable, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",544
20260912_104913_515_V5_GPS_TO_VPS_NORMAL_DEV_AAA1,"app_resumed, destination_changed, dwell_passed, dwell_reset, dwell_started, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, trial_finished, trial_started, vps_state","EnteringWithPdr, Gps, Pdr","Calculating, Gps, IndoorLocalized, NavigatingToB9Entrance, NoDestination, Pdr, RouteUnavailable, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",329
20260911_081832_961_V2_GPS_TO_VPS_NORMAL_DEV_B6BE,"app_resumed, dwell_passed, dwell_reset, dwell_started, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, trial_started, vps_state","EnteringWithPdr, Gps, Pdr","ArrivedAtB9Entrance, Calculating, IndoorLocalized, NavigatingToB9Entrance, Pdr, RouteUnavailable, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",508
20260915_042445_835_V5_GPS_TO_VPS_NORMAL_DEV_8795,"app_resumed, dwell_passed, dwell_reset, dwell_started, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, Pdr, VpsScanning","ArrivedAtB9Entrance, Calculating, EnteringWithPdr, IndoorLocalized, NavigatingToB9Entrance, NoDestination, OutdoorGps, Pdr, RouteUnavailable, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",667
20260911_105854_962_V4_GPS_TO_VPS_NORMAL_DEV_D4A8,"app_resumed, dwell_passed, dwell_reset, dwell_started, indoor_state, indoor_step_checkpoint, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, Pdr, VpsScanning","ArrivedAtB9Entrance, Calculating, EnteringWithPdr, Gps, IndoorLocalized, IndoorVps, Pdr, RouteUnavailable, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",227
20260915_042206_567_BQ_GPS_TO_VPS_NORMAL_DEV_EBAA,"destination_changed, indoor_state, indoor_step_checkpoint, outdoor_state, reliability_state, source_switched, trial_started, vps_state","EnteringWithPdr, Gps, Pdr","Calculating, Gps, IndoorLocalized, Navigating, Pdr, RouteUnavailable, Scanning, StartingVps, Vps, VpsScanning, WaitingForGps","Gps, Pdr, Vps",457
20260911_081410_344_V1_GPS_TO_VPS_NORMAL_DEV_2379,"destination_arrived, indoor_state, outdoor_state, pdr_destination_arrived, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, Pdr","Arrived, Calculating, Gps, IndoorLocalized, NoDestination, Pdr, Scanning, StartingVps, Vps, VpsScanning, WaitingForLocalization","Gps, Pdr, Vps",25
20260915_042648_942_BT_GPS_TO_VPS_NORMAL_DEV_7706,"app_resumed, dwell_passed, dwell_reset, dwell_started, handover_completed_approximate, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, trial_started, vps_state","EnteringWithPdr, Gps, VpsScanning","ArrivedAtB9Entrance, Calculating, IndoorLocalized, IndoorVps, NavigatingToB9Entrance, Pdr, RouteUnavailable, Scanning, StartingVps, VpsScanning","Gps, Pdr",883
20260911_105639_912_V3_GPS_TO_VPS_NORMAL_DEV_BB31,"indoor_state, indoor_step_checkpoint, outdoor_state, quality_threshold_failed, quality_threshold_passed, reliability_state, source_switched, transition_step_checkpoint, trial_started, vps_state","EnteringWithPdr, Gps, OutdoorGps, Pdr, VpsScanning","Calculating, EnteringWithPdr, Gps, IndoorLocalized, IndoorVps, Navigating, NavigatingToB9Entrance, OutdoorGps, Pdr, RouteUnavailable, Scanning, StartingVps, Vps, VpsScanning","Gps, Pdr, Vps",1063
20260920_103000_241_BQ_GPS_TO_VPS_NORMAL_DEV_3258,"outdoor_state, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","EnteringWithPdr, OutdoorGps, RouteUnavailable, StartingVps, VpsScanning","Gps, Pdr",18
20260920_110625_926_V4_GPS_TO_VPS_NORMAL_DEV_6180,"outdoor_state, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","EnteringWithPdr, OutdoorGps, RouteUnavailable, StartingVps, VpsScanning","Gps, Pdr",15
20260920_103717_378_BT_GPS_TO_VPS_NORMAL_DEV_8681,"outdoor_state, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","EnteringWithPdr, OutdoorGps, RouteUnavailable, StartingVps, VpsScanning","Gps, Pdr",16
20260920_105908_789_V3_GPS_TO_VPS_NORMAL_DEV_6467,"outdoor_state, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","EnteringWithPdr, OutdoorGps, RouteUnavailable, StartingVps, VpsScanning","Gps, Pdr",14
20260920_104434_515_V1_GPS_TO_VPS_NORMAL_DEV_9871,"outdoor_state, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","EnteringWithPdr, OutdoorGps, RouteUnavailable, StartingVps, VpsScanning","Gps, Pdr",27
20260920_111342_063_V5_GPS_TO_VPS_NORMAL_DEV_7389,"outdoor_state, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","EnteringWithPdr, OutdoorGps, RouteUnavailable, StartingVps, VpsScanning","Gps, Pdr",9
20260920_105151_652_V2_GPS_TO_VPS_NORMAL_DEV_7947,"outdoor_state, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","EnteringWithPdr, OutdoorGps, RouteUnavailable, StartingVps, VpsScanning","Gps, Pdr",17
20260919_104434_515_V1_GPS_TO_VPS_NORMAL_DEV_9203,"destination_arrived, indoor_state, indoor_step_checkpoint, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",32
20260919_105908_789_V3_GPS_TO_VPS_NORMAL_DEV_7039,"destination_arrived, indoor_state, indoor_step_checkpoint, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",18
20260919_103000_241_BQ_GPS_TO_VPS_NORMAL_DEV_2228,"destination_arrived, indoor_state, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",21
20260919_103717_378_BT_GPS_TO_VPS_NORMAL_DEV_7814,"destination_arrived, indoor_state, indoor_step_checkpoint, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",24
20260919_111342_063_V5_GPS_TO_VPS_NORMAL_DEV_3934,"destination_arrived, indoor_state, indoor_step_checkpoint, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",13
20260919_105151_652_V2_GPS_TO_VPS_NORMAL_DEV_3348,"destination_arrived, indoor_state, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",20
20260919_110625_926_V4_GPS_TO_VPS_NORMAL_DEV_5436,"destination_arrived, indoor_state, indoor_step_checkpoint, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",23
20260920_075151_652_V2_GPS_TO_VPS_NORMAL_DEV_1702,"destination_arrived, indoor_state, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state, wrong_way_detected","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",21
20260920_073000_241_BQ_GPS_TO_VPS_NORMAL_DEV_7823,"destination_arrived, indoor_state, reliability_state, transition_step_checkpoint, trial_finished, trial_started, vps_state, wrong_way_detected","EnteringWithPdr, OutdoorGps, VpsScanning","Arrived, EnteringWithPdr, IndoorLocalized, IndoorVps, Navigating, Scanning, StartingVps, VpsScanning","Gps, Pdr, Vps",22
